ID,x,y
523,3051,273
524,3053,6030
525,3057,467
526,3071,1825
527,3071,5681
528,3072,6130
529,3082,1403
530,3084,728
531,3091,5547
532,3094,766
533,3100,4647
534,3105,2997
535,3106,92
536,3108,1896
537,3113,216
538,3115,913
539,3125,1671
540,3132,2475
541,3134,2773
542,3139,1036
543,3150,2818
544,3152,643
545,3158,657
546,3164,3362
547,3166,2786
548,3167,5282
549,3172,5694
550,3173,3042
551,3182,2114
552,3184,856
553,3186,1173
554,3196,505
555,3200,5434
556,3202,3102
557,3206,1351
558,3210,5485
559,3220,230
560,3221,5398
561,3223,2833
562,3225,3178
563,3240,2593
564,3240,5310
565,3249,5153
566,3257,1962
567,3259,5520
568,3260,967
569,3262,5383
570,3262,5605
571,3266,2701
572,3268,3442
573,3272,1045
574,3273,2813
575,3274,6109
576,3277,1465
577,3281,6418
578,3282,5726
579,3282,6132
580,3283,832
581,3289,3088
582,3289,6015
583,3294,6430
584,3298,3197
585,3300,5518
586,3308,2776
587,3308,5653
588,3314,2
589,3314,5980
590,3316,2459
591,3326,5493
592,3334,1469
593,3336,1531
594,3336,2969
595,3337,5944
596,3339,1425
597,3339,1571
598,3342,1732
599,3349,1228
600,3356,6035
601,3370,1649
602,3382,1698
603,3383,5845
604,3387,3763
605,3387,5745
606,3393,170
607,3395,2821
608,3395,3446
609,3398,2225
610,3403,980
611,3403,2194
612,3406,3382
613,3415,5795
614,3419,6012
615,3425,1356
616,3432,180
617,3432,3874
618,3436,2597
619,3440,5574
620,3451,1381
621,3454,960
622,3454,2938
623,3460,1021
624,3460,2993
625,3461,804
626,3471,5736
627,3472,2639
628,3479,58
629,3485,2450
630,3486,3373
631,3487,6144
632,3488,4366
633,3489,4263
634,3493,2290
635,3494,2797
636,3502,6142
637,3503,3497
638,3512,1172
639,3524,1334
640,3524,2381
641,3524,3966
642,3529,995
643,3532,4330
644,3536,5758
645,3538,947
646,3547,6480
647,3551,4405
648,3552,764
649,3557,6090
650,3564,4431
651,3566,265
652,3567,6374
653,3577,5743
654,3581,591
655,3582,3875
656,3582,4567
657,3585,4076
658,3592,5694
659,3597,158
660,3600,6448
661,3605,4605
662,3607,662
663,3608,3970
664,3610,368
665,3610,4674
666,3614,3483
667,3615,6483
668,3616,1844
669,3621,4423
670,3637,3452
671,3645,1177
672,3649,502
673,3650,985
674,3656,1086
675,3659,4399
676,3665,2188
677,3670,3313
678,3674,3805
679,3678,6299
680,3680,188
681,3680,3128
682,3684,999
683,3685,3689
684,3698,133
685,3700,3412
686,3705,1288
687,3706,5258
688,3712,1597
689,3722,3146
690,3724,1555
691,3725,3763
692,3726,75
693,3726,1846
694,3733,3120
695,3734,2689
696,3734,4334
697,3740,2185
698,3749,360
699,3749,6137
700,3752,676
701,3754,3888
702,3761,4633
703,3766,6471
704,3776,2047
705,3777,4476
706,3779,5588
707,3782,3275
708,3783,3188
709,3785,3677
710,3786,884
711,3793,1300
712,3794,5617
713,3797,6415
714,3805,4632
715,3814,2014
716,3815,3638
717,3815,4952
718,3822,1030
719,3822,1846
720,3824,5125
721,3825,3577
722,3827,294
723,3837,1591
724,3838,941
725,3845,2032
726,3846,3201
727,3850,143
728,3851,474
729,3874,4610
730,3874,5303
731,3890,632
732,3901,365
733,3903,2675
734,3904,163
735,3912,3593
736,3920,1270
737,3927,3653
738,3927,3856
739,3928,1081
740,3929,5499
741,3940,15
742,3947,5071
743,3952,5455
744,3953,1536
745,3958,259
746,3963,5612
747,3974,1440
748,3986,3437
749,3988,5033
750,3990,1048
751,4001,2002
752,4006,2304
753,4016,4236
754,4029,5594
755,4032,3546
756,4044,4575
757,4051,990
758,4054,3389
759,4057,3847
760,4058,4405
761,4064,2178
762,4073,2095
763,4079,1212
764,4081,1013
765,4083,294
766,4088,2447
767,4091,452
768,4100,4926
769,4124,6042
770,4140,1149
771,4146,4480
772,4158,3363
773,4160,555
774,4167,5226
775,4179,715
776,4181,2413
777,4184,3043
778,4185,4039
779,4186,6342
780,4191,6008
781,4194,4467
782,4198,3711
783,4204,794
784,4207,4831
785,4211,1134
786,4219,3465
787,4226,757
788,4230,334
789,4240,5063
790,4248,6119
791,4260,2657
792,4261,3877
793,4265,5214
794,4266,512
795,4271,615
796,4276,4825
797,4281,1068
798,4282,1961
799,4287,3262
800,4287,3644
801,4291,3932
802,4294,4713
803,4295,5410
804,4295,5841
805,4299,5287
806,4304,5803
807,4305,5631
808,4306,2011
809,4311,29
810,4314,3347
811,4320,6122
812,4324,445
813,4324,706
814,4324,4604
815,4326,3374
816,4334,5367
817,4338,3366
818,4342,4455
819,4358,3499
820,4359,6061
821,4361,4269
822,4369,2607
823,4370,5627
824,4378,1174
825,4378,3429
826,4378,3680
827,4379,611
828,4379,6200
829,4384,6033
830,4389,1183
831,4399,6170
832,4406,5840
833,4411,5408
834,4418,3157
835,4419,5531
836,4422,3340
837,4423,3091
838,4423,5294
839,4424,9
840,4430,802
841,4435,6130
842,4437,307
843,4444,524
844,4452,2802
845,4460,4652
846,4470,5290
847,4470,5910
848,4471,3529
849,4471,4576
850,4471,6269
851,4475,3616
852,4475,6044
853,4479,4520
854,4484,4102
855,4492,5621
856,4505,5425
857,4509,1995
858,4516,4280
859,4535,2646
860,4539,5122
861,4541,1902
862,4541,2337
863,4544,6272
864,4547,804
865,4552,4961
866,4553,5932
867,4559,1037
868,4561,3659
869,4563,4513
870,4573,6066
871,4576,6099
872,4581,6181
873,4593,4630
874,4601,6023
875,4604,6172
876,4605,1065
877,4606,186
878,4613,792
879,4615,4692
880,4617,5025
881,4621,2700
882,4624,48
883,4624,5426
884,4626,4093
885,4626,5085
886,4640,2008
887,4640,6037
888,4654,4146
889,4654,5313
890,4665,3686
891,4668,3961
892,4670,4881
893,4674,4384
894,4675,3879
895,4679,4011
896,4684,4939
897,4686,2373
898,4686,5489
899,4687,5320
900,4696,3229
901,4702,4714
902,4702,5489
903,4703,5205
904,4706,5383
905,4707,5223
906,4714,5154
907,4715,1231
908,4716,5987
909,4717,2414
910,4723,2221
911,4734,232
912,4737,5057
913,4740,4403
914,4743,2816
915,4744,4379
916,4748,5889
917,4748,5953
918,4751,85
919,4751,4571
920,4752,132
921,4753,4215
922,4755,4012
923,4756,2272
924,4758,3308
925,4762,6272
926,4775,3095
927,4780,2261
928,4781,3388
929,4781,3976
930,4781,4150
931,4783,6293
932,4793,5483
933,4799,5405
934,4803,5497
935,4806,6445
936,4807,3562
937,4813,2870
938,4821,6360
939,4824,4150
940,4824,4717
941,4831,6210
942,4842,5125
943,4842,5822
944,4849,4433
945,4849,5088
946,4853,5279
947,4853,6436
948,4862,40
949,4867,5393
950,4867,6447
951,4870,528
952,4876,6360
953,4880,2387
954,4884,4729
955,4885,5355
956,4886,3752
957,4888,4354
958,4897,3210
959,4902,4857
960,4916,3839
961,4918,4450
962,4928,120
963,4931,5151
964,4932,5245
965,4933,5342
966,4942,3489
967,4943,4539
968,4944,6284
969,4950,4959
970,4957,5585
971,4960,5655
972,4963,4311
973,4971,5103
974,4971,5722
975,4972,779
976,4974,4410
977,4974,5347
978,4979,5742
979,4993,4324
980,4996,2564
981,4997,5637
982,4999,472
983,5002,4868
984,5007,5657
985,5016,6062
986,5020,3850
987,5022,4724
988,5024,2717
989,5026,3302
990,5032,4848
991,5034,5179
992,5043,332
993,5060,5365
994,5063,5983
995,5064,525
996,5070,5892
997,5073,5275
998,5075,1933
999,5077,32
1000,5082,96
1001,5086,4006
1002,5086,4618
1003,5101,335
1004,5113,4531
1005,5116,5069
1006,5122,3834
1007,5123,3212
1008,5127,5719
1009,5129,3563
1010,5139,5300
1011,5140,5644
1012,5141,5175
1013,5142,5338
1014,5146,4924
1015,5159,4063
1016,5160,6207
1017,5163,41
1018,5163,4649
1019,5164,4969
1020,5164,5538
1021,5166,6043
1022,5175,4684
1023,5189,3848
1024,5189,6354
1025,5192,4171
1026,5194,101
1027,5196,4546
1028,5197,141
1029,5207,5412
1030,5214,20
1031,5220,1843
1032,5224,2526
1033,5224,3488
1034,5227,2786
1035,5228,429
1036,5227,3236
1037,5232,5860
1038,5234,142
1039,5241,5822
1040,5248,4729
1041,5262,3515
1042,5268,6054
1043,5271,4249
1044,5273,3401
1045,5273,6004
1046,5274,5551
1047,5280,248
1048,5283,4511
1049,5284,110
1050,5288,3102
1051,5295,3830
1052,5300,5522
1053,5301,130
1054,5303,3135
1055,5307,2891
1056,5307,4937
1057,5312,1658
1058,5313,5794
1059,5322,2326
1060,5324,83
1061,5324,5707
1062,5327,2805
1063,5334,4343
1064,5334,5745
1065,5334,6009
1066,5334,6473
1067,5335,5196
1068,5337,6348
1069,5338,159
1070,5340,3288
1071,5342,5564
1072,5347,4748
1073,5351,6346
1074,5352,6125
1075,5352,6437
1076,5356,98
1077,5359,5671
1078,5360,1805
1079,5363,5148
1080,5369,5310
1081,5373,4092
1082,5386,5561
1083,5387,6422
1084,5392,6099
1085,5396,103
1086,5396,434
1087,5403,5477
1088,5405,47
1089,5409,2268
1090,5410,3183
1091,5414,6235
1092,5423,6225
1093,5424,3942
1094,5433,4558
1095,5441,4346
1096,5444,4548
1097,5453,3306
1098,5453,5947
1099,5455,4015
1100,5455,6400
1101,5456,4260
1102,5461,85
1103,5461,6386
1104,5465,3150
1105,5467,3860
1106,5469,5666
1107,5472,5233
1108,5474,5511
1109,5476,3639
1110,5479,4473
1111,5484,5377
1112,5485,5201
1113,5486,7
1114,5489,5603
1115,5493,2278
1116,5495,3840
1117,5496,4569
1118,5499,3538
1119,5499,3945
1120,5508,4281
1121,5513,151
1122,5516,4348
1123,5520,3155
1124,5532,5494
1125,5537,6299
1126,5538,4471
1127,5539,5341
1128,5541,6357
1129,5544,2720
1130,5553,6168
1131,5560,6417
1132,5563,6430
1133,5564,1657
1134,5566,2130
1135,5572,2748
1136,5580,4509
1137,5580,6420
1138,5594,6214
1139,5597,4737
1140,5604,2874
1141,5606,2067
1142,5617,1759
1143,5624,2108
1144,5628,3392
1145,5630,1853
1146,5641,1720
1147,5641,4603
1148,5648,1637
1149,5654,1811
1150,5656,5730
1151,5658,2836
1152,5664,2544
1153,5665,4470
1154,5666,5140
1155,5685,6410
1156,5686,1669
1157,5687,5713
1158,5704,1815
1159,5704,4130
1160,5708,2573
1161,5711,6058
1162,5715,3612
1163,5717,5200
1164,5718,2596
1165,5724,2091
1166,5727,3870
1167,5729,6385
1168,5734,4822
1169,5739,1569
1170,5739,6375
1171,5749,2108
1172,5753,4376
1173,5756,3488
1174,5782,4776
1175,5789,2154
1176,5789,5230
1177,5789,5476
1178,5794,1896
1179,5794,2939
1180,5794,6454
1181,5800,2236
1182,5802,3088
1183,5803,5690
1184,5808,3017
1185,5809,2752
1186,5816,2811
1187,5820,3854
1188,5822,6412
1189,5832,6342
1190,5841,3390
1191,5846,3133
1192,5847,6456
1193,5850,2686
1194,5853,3094
1195,5856,2615
1196,5856,5765
1197,5859,6038
1198,5860,3674
1199,5860,6069
1200,5867,4260
1201,5870,2142
1202,5875,2818
1203,5878,5385
1204,5879,4734
1205,5880,3897
1206,5883,2847
1207,5890,5992
1208,5897,5557
1209,5902,2232
1210,5905,3178
1211,5907,1942
1212,5908,2539
1213,5928,4490
1214,5928,5024
1215,5933,2396
1216,5934,2825
1217,5941,2126
1218,5941,6173
1219,5945,3745
1220,5947,5163
1221,5948,4144
1222,5954,3041
1223,5954,3705
1224,5954,4893
1225,5973,2384
1226,5973,4421
1227,5974,3949
1228,5975,6077
1229,5978,2534
1230,5979,2101
1231,5985,2937
1232,5989,2707
1233,5994,2499
1234,5994,2615
1235,5998,4778
1236,6006,4039
1237,6010,2362
1238,6012,5090
1239,6014,2672
1240,6014,3395
1241,6018,1691
1242,6021,2417
1243,6024,3133
1244,6037,4660
1245,6040,6378
1246,6049,2057
1247,6064,3542
1248,6067,4912
1249,6069,4383
1250,6074,5470
1251,6077,3828
1252,6083,4958
1253,6084,5410
1254,6089,2601
1255,6106,4642
1256,6108,4361
1257,6111,5820
1258,6113,3509
1259,6115,3680
1260,6115,3928
1261,6116,4152
1262,6119,4267
1263,6122,4911
1264,6123,5696
1265,6128,2839
1266,6131,5838
1267,6140,5925
1268,6143,2413
1269,6145,5119
1270,6163,5489
1271,6165,6126
1272,6167,79
1273,6172,4737
1274,6173,1841
1275,6174,2815
1276,6174,2969
1277,6179,4695
1278,6180,3483
1279,6182,1612
1280,6189,5111
1281,6190,3387
1282,6196,6251
1283,6197,1831
1284,6198,4602
1285,6201,4803
1286,6204,4256
1287,6208,6206
1288,6209,3729
1289,6215,5939
1290,6218,3190
1291,6218,6481
1292,6220,5012
1293,6224,6428
1294,6233,5695
1295,6243,3827
1296,6248,4002
1297,6256,1523
1298,6256,5698
1299,6257,3724
1300,6259,3105
1301,6260,23
1302,6270,4597
1303,6273,2572
1304,6276,5712
1305,6288,12
1306,6289,2086
1307,6292,3380
1308,6299,5581
1309,6301,3266
1310,6306,1781
1311,6325,4221
1312,6328,3547
1313,6328,4105
1314,6329,3235
1315,6330,4386
1316,6331,1636
1317,6333,2346
1318,6339,2355
1319,6346,4997
1320,6350,4008
1321,6352,2000
1322,6353,3676
1323,6353,4873
1324,6354,2244
1325,6355,5041
1326,6358,1743
1327,6366,2070
1328,6372,1484
1329,6380,1473
1330,6382,3419
1331,6387,194
1332,6390,1534
1333,6395,5598
1334,6396,3220
1335,6399,3690
1336,6399,6444
1337,6402,2561
1338,6419,3339
1339,6421,3448
1340,6421,3817
1341,6422,1548
1342,6422,2131
1343,6425,2986
1344,6430,5586
1345,6437,6235
1346,6440,6280
1347,6441,4890
1348,6442,3605
1349,6442,6399
1350,6460,6312
1351,6461,3837
1352,6464,2569
1353,6464,5644
1354,6469,5635
1355,6469,5711
1356,6477,4562
1357,6482,5023
1358,6485,341
1359,6487,3727
1360,6490,3808
1361,6494,5550
1362,6495,3552
1363,6500,1324
1364,6505,3005
1365,6509,5821
1366,6510,6408
1367,6516,4192
1368,6519,4420
1369,6526,4893
1370,6527,3285
1371,6531,5410
1372,6530,6111
1373,6532,3698
1374,6539,3603
1375,6546,5308
1376,6549,2321
1377,6549,2802
1378,6549,4613
1379,6554,282
1380,6554,4242
1381,6554,6082
1382,6555,2689
1383,6558,1217
1384,6560,4619
1385,6565,4107
1386,6565,5220
1387,6566,254
1388,6568,1127
1389,6569,4964
1390,6572,5506
1391,6579,2403
1392,6585,1345
1393,6587,1926
1394,6597,3836
1395,6599,266
1396,6600,4685
1397,6604,1787
1398,6605,3041
1399,6607,5563
1400,6608,6130
1401,6610,6052
1402,6620,2911
1403,6622,4819
1404,6622,5920
1405,6627,3712
1406,6631,1637
1407,6631,4352
1408,6631,4727
1409,6632,5747
1410,6636,1069
1411,6638,767
1412,6642,4740
1413,6643,4518
1414,6647,3947
1415,6652,6457
1416,6653,5110
1417,6663,4205
1418,6668,1143
1419,6669,4807
1420,6669,6393
1421,6670,2500
1422,6674,2854
1423,6674,5893
1424,6674,5989
1425,6675,665
1426,6675,4180
1427,6686,1845
1428,6686,1910
1429,6689,4301
1430,6691,1832
1431,6695,5095
1432,6703,4360
1433,6705,1329
1434,6706,3708
1435,6707,4957
1436,6713,3925
1437,6713,4103
1438,6716,4085
1439,6715,4094
1440,6721,633
1441,6727,4482
1442,6728,913
1443,6728,926
1444,6731,2479
1445,6735,2431
1446,6741,2868
1447,6741,3208
1448,6743,3058
1449,6744,4609
1450,6746,6332
1451,6748,2899
1452,6749,4275
1453,6752,3926
1454,6753,504
1455,6753,1243
1456,6760,1555
1457,6759,3864
1458,6762,2743
1459,6768,4051
1460,6768,6412
1461,6772,4681
1462,6775,4582
1463,6776,994
1464,6776,3540
1465,6782,4851
1466,6784,2402
1467,6786,4938
1468,6788,3801
1469,6794,4465
1470,6800,3760
1471,6805,5036
1472,6806,765
1473,6808,5206
1474,6809,3634
1475,6809,5420
1476,6811,3054
1477,6812,5187
1478,6813,3967
1479,6817,909
1480,6819,3478
1481,6820,6107
1482,6822,2322
1483,6823,1235
1484,6827,1027
1485,6831,6287
1486,6833,695
1487,6833,2436
1488,6839,5873
1489,6842,3892
1490,6844,1203
1491,6844,3785
1492,6845,4496
1493,6845,4898
1494,6848,2263
1495,6849,4224
1496,6850,2393
1497,6856,3216
1498,6856,4583
1499,6857,4316
1500,6857,5837
1501,6862,713
1502,6867,1017
1503,6869,3558
1504,6872,2047
1505,6872,2232
1506,6872,4524
1507,6882,4238
1508,6884,6201
1509,6885,6009
1510,6888,5058
1511,6893,3347
1512,6896,888
1513,6898,921
1514,6898,3799
1515,6902,3896
1516,6905,3497
1517,6918,3366
1518,6926,4309
1519,6926,5905
1520,6928,952
1521,6931,4098
1522,6933,1332
1523,6935,6375
1524,6937,6023
1525,6940,3349
1526,6941,2499
1527,6941,4700
1528,6946,4429
1529,6950,3095
1530,6953,4205
1531,6954,4554
1532,6957,3562
1533,6957,5899
1534,6968,4907
1535,6969,3890
1536,6974,2866
1537,6976,2177
1538,6979,1696
1539,6986,2472
1540,6991,3777
1541,6991,4688
1542,6993,3466
1543,6993,3786
1544,6998,6169
1545,7003,2175
1546,7003,5538
1547,7005,3012
1548,7011,3967
1549,7012,4415
1550,7013,1676
1551,7015,3978
1552,7017,1818
1553,7023,2428
1554,7028,2508
1555,7030,2109
1556,7033,2490
1557,7037,3160
1558,7039,2326
1559,7040,5268
1560,7041,2972
1561,7042,4998
1562,7047,2061
1563,7048,3751
1564,7049,5197
1565,7052,4148
1566,7054,3700
1567,7055,4467
1568,7056,4284
1569,7059,4825
1570,7060,3016
1571,7066,5553
1572,7070,2913
1573,7070,6382
1574,7075,1716
1575,7075,4073
1576,7076,1832
1577,7077,2761
1578,7078,5004
1579,7079,5048
1580,7085,1989
1581,7087,5323
1582,7098,1617
1583,7098,2217
1584,7102,5125
1585,7104,4393
1586,7108,5735
1587,7114,3898
1588,7115,2124
1589,7119,2883
1590,7121,3804
1591,7123,4741
1592,7124,5278
1593,7129,4123
1594,7134,4290
1595,7136,4367
1596,7138,4880
1597,7140,4322
1598,7159,2032
1599,7160,4630
1600,7162,4911
1601,7164,4795
1602,7169,4042
1603,7175,4710
1604,7176,5257
1605,7178,2998
1606,7180,5060
1607,7188,3496
1608,7188,4981
1609,7191,5747
1610,7192,2110
1611,7194,4081
1612,7195,5709
1613,7198,5341
1614,7201,1993
1615,7214,6338
1616,7215,3186
1617,7223,2727
1618,7224,4684
1619,7230,1314
1620,7237,1983
1621,7237,5109
1622,7238,4522
1623,7242,2397
1624,7246,2865
1625,7249,3850
1626,7251,5000
1627,7252,4090
1628,7255,4499
1629,7265,3552
1630,7268,5066
1631,7269,3081
1632,7269,3964
1633,7273,3366
1634,7274,5430
1635,7276,2365
1636,7276,4823
1637,7277,5701
1638,7280,5194
1639,7282,2042
1640,7284,6057
1641,7288,3993
1642,7294,3752
1643,7297,6074
1644,7300,4936
1645,7305,5005
1646,7307,5420
1647,7314,4648
1648,7316,5344
1649,7320,4659
1650,7321,3326
1651,7322,4474
1652,7323,2958
1653,7328,5932
1654,7333,2321
1655,7334,2373
1656,7334,3047
1657,7335,6092
1658,7338,3123
1659,7340,5690
1660,7342,5333
1661,7344,4702
1662,7344,5620
1663,7347,2692
1664,7351,4153
1665,7352,3453
1666,7361,3734
1667,7361,4229
1668,7364,3486
1669,7371,5071
1670,7374,2309
1671,7376,2356
1672,7379,5005
1673,7382,4655
1674,7385,5182
1675,7391,4666
1676,7394,3453
1677,7396,6472
1678,7397,2633
1679,7397,4249
1680,7404,4294
1681,7405,2730
1682,7405,2858
1683,7408,4904
1684,7409,2793
1685,7411,6488
1686,7414,4360
1687,7415,4173
1688,7417,6129
1689,7419,4007
1690,7419,5661
1691,7424,3317
1692,7428,5492
1693,7429,5344
1694,7432,6217
1695,7433,5401
1696,7433,5971
1697,7437,4902
1698,7437,5337
1699,7440,3134
1700,7442,5823
1701,7443,4800
1702,7445,2594
1703,7446,2755
1704,7447,5062
